Q2	Xb	Zh	Pt	Phi	SigmaB	SigmaOb	Tail1	Tail2	fact_no_ex	fact_ex	
1	1	2	5	12	2.06091e+06	2.25593e+06	-216132	1.1267	0.989755	0.989755
1	1	3	1	1	1.87696e+06	2.07145e+06	-218319	1.63245	0.987307	0.987307
1	1	3	1	2	1.79048e+06	1.97361e+06	-202286	1.7413	0.989304	0.989304
1	1	3	1	3	1.71413e+06	1.88562e+06	-183872	1.4577	0.992776	0.992776
1	1	3	1	4	1.74178e+06	1.91175e+06	-184948	0.981502	0.991396	0.991397
1	1	3	1	5	1.86604e+06	2.04432e+06	-200483	0.615884	0.988101	0.988102
1	1	3	1	6	1.98017e+06	2.16709e+06	-213731	0.445836	0.986461	0.986462
1	1	3	1	7	1.98017e+06	2.16709e+06	-213731	0.452322	0.986461	0.986462
1	1	3	1	8	1.86604e+06	2.04432e+06	-200483	0.613754	0.988101	0.988102
1	1	3	1	9	1.74178e+06	1.91175e+06	-184948	0.968588	0.991396	0.991397
1	1	3	1	10	1.71413e+06	1.88562e+06	-183872	1.43397	0.992776	0.992776
1	1	3	1	11	1.79048e+06	1.97361e+06	-202286	1.70454	0.989304	0.989304
1	1	3	1	12	1.87696e+06	2.07145e+06	-218319	1.61446	0.987307	0.987307
1	1	3	2	1	1.40321e+06	1.54215e+06	-159989	1.02856	0.984994	0.984995
1	1	3	2	2	1.28987e+06	1.4142e+06	-139830	0.932403	0.987978	0.987978
1	1	3	2	3	1.16561e+06	1.27301e+06	-116515	0.61848	0.99218	0.99218
1	1	3	2	4	1.13577e+06	1.23531e+06	-106168	0.38728	0.994169	0.994169
1	1	3	2	5	1.20833e+06	1.30989e+06	-114638	0.258957	0.989175	0.989175
1	1	3	2	6	1.29183e+06	1.39786e+06	-124523	0.198022	0.985684	0.985684
1	1	3	2	7	1.29183e+06	1.39786e+06	-124523	0.199422	0.985684	0.985684
1	1	3	2	8	1.20833e+06	1.30989e+06	-114638	0.257915	0.989175	0.989175
1	1	3	2	9	1.13577e+06	1.23531e+06	-106168	0.386322	0.994169	0.994169
1	1	3	2	10	1.16561e+06	1.27301e+06	-116515	0.616142	0.99218	0.99218
1	1	3	2	11	1.28987e+06	1.4142e+06	-139830	0.924705	0.987978	0.987978
1	1	3	2	12	1.40321e+06	1.54215e+06	-159989	1.04671	0.984994	0.984995
1	1	3	3	1	560056	610029	-57307.7	0.306692	0.986903	0.986904
1	1	3	3	2	515883	559937	-50782.1	0.30536	0.986957	0.986957
1	1	3	3	3	458796	495212	-40801	0.266198	0.990442	0.990442
1	1	3	3	4	423513	454510	-33750.9	0.193667	0.993498	0.993498
1	1	3	3	5	419488	448166	-30750.1	0.132664	0.995059	0.995059
1	1	3	3	6	428378	456548	-30247.6	0.0996692	0.995149	0.99515
1	1	3	3	7	428378	456548	-30247.6	0.101662	0.995149	0.99515
1	1	3	3	8	419488	448166	-30750.1	0.132655	0.995059	0.995059
1	1	3	3	9	423513	454510	-33750.9	0.194647	0.993498	0.993498
1	1	3	3	10	458796	495212	-40801	0.26419	0.990442	0.990442
1	1	3	3	11	515883	559937	-50782.1	0.308792	0.986957	0.986957
1	1	3	3	12	560056	610029	-57307.7	0.30424	0.986903	0.986904
1	1	3	4	1	139980	149542	-8567.35	0.111198	1.00711	1.00711
1	1	3	4	2	131250	139531	-8929.32	0.0947979	0.995056	0.995056
1	1	3	4	3	118352	124875	-8200.39	0.0627374	0.985828	0.985828
1	1	3	4	4	106961	112008	-6219.41	0.0372264	0.989032	0.989032
1	1	3	4	5	100131	104249	-5112.39	0.0230568	0.990064	0.990064
1	1	3	4	6	97469.9	101164	-4587.95	0.0177546	0.990829	0.99083
1	1	3	4	7	97469.9	101164	-4587.95	0.017721	0.990829	0.99083
1	1	3	4	8	100131	104249	-5112.39	0.0231847	0.990064	0.990064
1	1	3	4	9	106961	112008	-6219.41	0.0367545	0.989032	0.989032
1	1	3	4	10	118352	124875	-8200.39	0.0636311	0.985828	0.985828
1	1	3	4	11	131250	139531	-8929.32	0.0982567	0.995056	0.995056
1	1	3	4	12	139980	149542	-8567.35	0.110436	1.00711	1.00711
1	1	3	5	1	139980	138204	-4389.94	0.00560929	0.955951	0.955951
1	1	3	5	2	131250	128669	-3385.49	0.00479364	0.95454	0.95454
